web-scraper-order,web-scraper-start-url,brand,title,price,img-src
1746536445-194,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/3/",Intel, Core i5-4590,"1 019,01 zł",https://images.morele.net/i500/640864_0_i500.jpg
1746536445-195,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/3/",AMD, Ryzen 3 3100,"204,25 zł",https://images.morele.net/i500/6732966_0_i500.jpg
1746536445-196,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/3/",AMD, Ryzen 5 2600X,925 zł,https://images.morele.net/i500/980256_0_i500.jpg
1746536445-197,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/3/",AMD, Ryzen 3 1200 AF,"381,01 zł",https://images.morele.net/i500/977870_1_i500.jpg
1746536445-198,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/3/",Intel, Core i3-9100F,706 zł,https://images.morele.net/i500/5954267_0_i500.jpg
1746536445-199,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/3/",AMD, Ryzen 7 7700,"837,49 zł",https://images.morele.net/i500/12984669_1_i500.jpg
1746536448-200,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 7 7700X,"1 220,93 zł",https://images.morele.net/i500/11788490_4_i500.jpg
1746536448-201,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i3-10100,"459,55 zł",https://images.morele.net/i500/6731011_1_i500.jpg
1746536448-202,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i7-14700KF,1 399 zł,https://images.morele.net/i500/13123070_0_i500.jpg
1746536448-203,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 5 5600X,439 zł,https://images.morele.net/i500/7267027_0_i500.jpg
1746536448-204,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 5 4500,"228,85 zł",https://images.morele.net/i500/10120237_0_i500.jpg
1746536448-205,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 9 7950X3D,"4 178,12 zł",https://images.morele.net/i500/12668823_0_i500.jpg
1746536448-206,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i9-12900K,"1 661,78 zł",https://images.morele.net/i500/5949745_0_i500.jpg
1746536448-207,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i5-12400,"613,99 zł",https://images.morele.net/i500/9643269_1_i500.jpg
1746536448-208,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i5-12400F,"448,83 zł",https://images.morele.net/i500/9914280_0_i500.jpg
1746536448-209,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i5-14400F,569 zł,https://images.morele.net/i500/13155885_0_i500.jpg
1746536448-210,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 7 5700X3D,"1 015,56 zł",https://images.morele.net/i500/13170053_0_i500.jpg
1746536448-211,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 5 3600,"268,83 zł",https://images.morele.net/i500/13261587_1_i500.jpg
1746536448-212,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 5 8400F,"438,78 zł",https://images.morele.net/i500/13467338_0_i500.jpg
1746536448-213,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i9-13900KF,"2 329,03 zł",https://images.morele.net/i500/11789723_0_i500.jpg
1746536448-214,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i3-12100,469 zł,https://images.morele.net/i500/9643521_0_i500.jpg
1746536448-215,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i9-14900KF,"1 828,44 zł",https://images.morele.net/i500/13123068_0_i500.jpg
1746536448-216,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i5-14600K,949 zł,https://images.morele.net/i500/13123071_0_i500.jpg
1746536448-217,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i3-10105,"411,71 zł",https://images.morele.net/i500/7732035_3_i500.jpg
1746536448-218,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i3-13100F,339 zł,https://images.morele.net/i500/12462057_1_i500.jpg
1746536448-219,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i9-12900KF,"1 340,75 zł",https://images.morele.net/i500/9502211_1_i500.jpg
1746536448-220,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 5 9600X,"938,01 zł",https://images.morele.net/i500/13331760_0_i500.jpg
1746536448-221,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 5 8500G,"599,39 zł",https://images.morele.net/i500/13170046_0_i500.jpg
1746536448-222,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Celeron G5905,"238,87 zł",https://images.morele.net/i500/7070053_0_i500.jpg
1746536448-223,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i5-12500,819 zł,https://images.morele.net/i500/9643267_1_i500.jpg
1746536448-224,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i7-13700F,1 299 zł,https://images.morele.net/i500/12462060_0_i500.jpg
1746536448-225,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 9 9900X,"1 824,68 zł",https://images.morele.net/i500/13331757_0_i500.jpg
1746536448-226,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 3 4100,"200,56 zł",https://images.morele.net/i500/10120234_0_i500.jpg
1746536448-227,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i7-12700,1 159 zł,https://images.morele.net/i500/9643934_3_i500.jpg
1746536448-228,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",Intel, Core i7-14700F,"1 357,99 zł",https://images.morele.net/i500/13155884_0_i500.jpg
1746536448-229,"https://www.morele.net/kategoria/procesory-45/,,,,,,,,0,,,,/2/",AMD, Ryzen 5 8600G,"757,99 zł",https://images.morele.net/i500/13170049_0_i500.jpg
1746536451-230,https://www.morele.net/kategoria/procesory-45/,Intel, Core i5-12400F,469 zł,https://images.morele.net/i500/9643517_4_i500.jpg
1746536451-231,https://www.morele.net/kategoria/procesory-45/,Intel, Core i7-14700K,1 499 zł,https://images.morele.net/i500/13123069_0_i500.jpg
1746536451-232,https://www.morele.net/kategoria/procesory-45/,Intel, Core i9-14900K,"2 081,81 zł",https://images.morele.net/i500/13123067_0_i500.jpg
1746536451-233,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 5 5600,"436,89 zł",https://images.morele.net/i500/10120243_0_i500.jpg
1746536451-234,https://www.morele.net/kategoria/procesory-45/,Intel, Core i9-13900K,"3 095,09 zł",https://images.morele.net/i500/11789699_0_i500.jpg
1746536451-235,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 5 5600G,"1 271,74 zł",https://images.morele.net/i500/8536079_0_i500.jpg
1746536451-236,https://www.morele.net/kategoria/procesory-45/,Intel, Core Ultra 5 245KF,"1 299,99 zł",https://images.morele.net/i500/14201770_3_i500.jpg
1746536451-237,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 9 7950X,"2 056,98 zł",https://images.morele.net/i500/11788488_5_i500.jpg
1746536451-238,https://www.morele.net/kategoria/procesory-45/,Intel, Core i5-10400F,429 zł,https://images.morele.net/i500/6731007_2_i500.jpg
1746536451-239,https://www.morele.net/kategoria/procesory-45/,Intel, Core i9-13900F,"2 844,74 zł",https://images.morele.net/i500/12486212_0_i500.jpg
1746536451-240,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 7 5800X,689 zł,https://images.morele.net/i500/7267024_0_i500.jpg
1746536451-241,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 7 7800X3D,1 799 zł,https://images.morele.net/i500/12668825_0_i500.jpg
1746536451-242,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 5 7500F,"593,98 zł",https://images.morele.net/i500/13113437_1_i500.jpg
1746536451-243,https://www.morele.net/kategoria/procesory-45/,Intel, Core i3-12100F,329 zł,https://images.morele.net/i500/9643936_1_i500.jpg
1746536451-244,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 5 5500,"328,95 zł",https://images.morele.net/i500/10120240_0_i500.jpg
1746536451-245,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 9 5900X,1 089 zł,https://images.morele.net/i500/7267022_0_i500.jpg
1746536451-246,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 7 5700X,"584,11 zł",https://images.morele.net/i500/10120245_0_i500.jpg
1746536451-247,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 5 7600,869 zł,https://images.morele.net/i500/12491803_0_i500.jpg
1746536451-248,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 5 7600X,829 zł,https://images.morele.net/i500/11788491_5_i500.jpg
1746536451-249,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 5 3500X,"12 668,30 zł",https://images.morele.net/i500/5944068_0_i500.jpg
1746536451-250,https://www.morele.net/kategoria/procesory-45/,Intel, Core i5-10400,"517,33 zł",https://images.morele.net/i500/6731008_1_i500.jpeg
1746536451-251,https://www.morele.net/kategoria/procesory-45/,Intel, Core i5-12600K,799 zł,https://images.morele.net/i500/5949746_0_i500.jpg
1746536451-252,https://www.morele.net/kategoria/procesory-45/,Intel, Core i5-14600KF,979 zł,https://images.morele.net/i500/13123072_0_i500.jpg
1746536451-253,https://www.morele.net/kategoria/procesory-45/,Intel, Core i5-13400F,569 zł,https://images.morele.net/i500/12486214_0_i500.jpg
1746536451-254,https://www.morele.net/kategoria/procesory-45/,AMD, Ryzen 5 3400G,"268,18 zł",https://images.morele.net/i500/5938600_0_i500.jpg
1746536451-255,https://www.morele.net/kategoria/procesory-45/,Intel, Core i5-13500,1 079 zł,https://images.morele.net/i500/12462058_0_i500.jpg
1746536451-256,https://www.morele.net/kategoria/procesory-45/,Intel, Core i7-12700KF,1 019 zł,https://images.morele.net/i500/5949744_0_i500.jpg
1746536451-257,https://www.morele.net/kategoria/procesory-45/,Intel, Core i7-12700K,"1 161,46 zł",https://images.morele.net/i500/5949747_0_i500.jpg
1746536451-258,https://www.morele.net/kategoria/procesory-45/,Intel, Core i5-11400,"863,77 zł",https://images.morele.net/i500/7732026_0_i500.jpg
1746536451-259,https://www.morele.net/kategoria/procesory-45/,Intel, Core i3-10105F,"317,83 zł",https://images.morele.net/i500/7732036_3_i500.jpg
